BioMAP Viewer Mixed Profile,Mechanism,BrEPI_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL10/IP-10,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,BrEPI_IL-1b/TNF-a/IFN-g_24:HLA-DR,BrEPI_IL-1b/TNF-a/IFN-g_24:IL-1alpha,BrEPI_IL-1b/TNF-a/IFN-g_24:MMP-1,BrEPI_IL-1b/TNF-a/IFN-g_24:PAI-I,BrEPI_IL-1b/TNF-a/IFN-g_24:SRB,BrEPI_IL-1b/TNF-a/IFN-g_24:tPA,BrEPI_IL-1b/TNF-a/IFN-g_24:uPA,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CD106/VCAM-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Collagen III,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL10/IP-10,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL8/IL-8,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL9/MIG,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:EGFR,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:M-CSF,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:MMP-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:PAI-I,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Proliferation_72hr,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:SRB,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CCL2/MCP-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CD54/ICAM-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CXCL10/IP-10,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:IL-1alpha,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:MMP-9,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:SRB,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:uPA,HUVEC/PBMC_LPS_24:CCL2/MCP-1,HUVEC/PBMC_LPS_24:CD106/VCAM-1,HUVEC/PBMC_LPS_24:CD142/Tissue Factor,HUVEC/PBMC_LPS_24:CD40,HUVEC/PBMC_LPS_24:CD62E/E-Selectin,HUVEC/PBMC_LPS_24:CXCL8/IL-8,HUVEC/PBMC_LPS_24:IL-1alpha,HUVEC/PBMC_LPS_24:M-CSF,HUVEC/PBMC_LPS_24:sPGE2,HUVEC/PBMC_LPS_24:SRB,HUVEC/PBMC_LPS_24:sTNF-alpha,HUVEC/PBMC_SEB/TSST_24:CCL2/MCP-1,HUVEC/PBMC_SEB/TSST_24:CD38,HUVEC/PBMC_SEB/TSST_24:CD40,HUVEC/PBMC_SEB/TSST_24:CD62E/E-Selectin,HUVEC/PBMC_SEB/TSST_24:CD69,HUVEC/PBMC_SEB/TSST_24:CXCL8/IL-8,HUVEC/PBMC_SEB/TSST_24:CXCL9/MIG,HUVEC/PBMC_SEB/TSST_24:PBMC Cytotoxicity,HUVEC/PBMC_SEB/TSST_24:Proliferation,HUVEC/PBMC_SEB/TSST_24:SRB,HUVEC_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,HUVEC_IL-1b/TNF-a/IFN-g_24:CD54/ICAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD62E/E-Selectin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,HUVEC_IL-1b/TNF-a/IFN-g_24:HLA-DR,HUVEC_IL-1b/TNF-a/IFN-g_24:Proliferation,HUVEC_IL-1b/TNF-a/IFN-g_24:SRB,HUVEC_IL-4/Histamine_24:CCL2/MCP-1,HUVEC_IL-4/Histamine_24:CCL26/Eotaxin-3,HUVEC_IL-4/Histamine_24:CD106/VCAM-1,HUVEC_IL-4/Histamine_24:CD62P/P-selectin,HUVEC_IL-4/Histamine_24:CD87/uPAR,HUVEC_IL-4/Histamine_24:SRB,HUVEC_IL-4/Histamine_24:VEGFR2,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:HLA-DR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:IL-6,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:LDLR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:M-CSF,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Proliferation,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Serum Amyloid A,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:SRB
"Trusted, Agents, Lovastatin, BSK-C016173, 1111.1 nM",HMG-CoA reductase inhibitor,-0.034489878,-0.002109834,-0.001239335,-0.015025956,-0.01450361,0.012579343,-0.035635683,-0.001110775,-0.132569584,-0.02088826,0.03839353,-0.011712512,0.022936695,-0.005777025,-0.006558912,-0.02035134,-0.043358381,-0.019062913,0.005586426,-0.527102257,0.014016772,-0.002148638,-0.032687095,0.005048095,-0.01630925,-0.03751299,-0.07807507,-0.00377362,-0.042143811,0.004672271,0.012529955,0.008577939,0.1330499,0.030704502,0.091096145,0.016989637,-0.100468221,0.1049612,0.061593241,-0.125968969,0.055313924,0.046537791,0.03578323,-0.09312141,0.2028517,-0.174764498,0.160413803,0.010123018,-0.02730572,-0.07859798,-0.169041,-0.034913025,-0.031642228,0.041991266,0.05092901,0.0144893,0.029993758,-0.09397312,-0.034630806,-0.02197411,0.032186249,-0.1170705,-0.2200958,-0.202272816,0.1276154,0.021736849,0.183543,-0.027064101,-0.048164061,0.1765765,0.023614555,0.045179139,0.249406888,-0.089648924,0.04337316,0.036469269,0.044099793,0.006532623,0.1431911,0.007676364,-0.056359122,-0.34314394,-0.008563144,-0.0391022
"Trusted, Agents, Lovastatin, BSK-C016173, 13333.3 nM",HMG-CoA reductase inhibitor,-0.039409107,0.007389933,0.008567234,0.001159177,-0.0342377,0.098601302,-0.046506427,-0.01152665,-0.070156035,-0.04306237,-0.050211954,-0.035671748,-0.022548563,-0.009723921,0.01434712,0.01859949,-0.168805329,0.033871065,-0.099173646,-0.669674105,-0.056799043,,-0.020137655,-0.04562227,-0.005818522,-0.03892063,0.003296512,-0.04256229,-0.007480164,-0.069710349,0.037704621,0.000187915,0.0802007,-0.093529631,0.089700407,0.078961482,-0.229344312,0.04736377,-0.14571248,-0.148638667,0.057832987,0.029257769,-0.03979055,-0.1469251,0.2235407,-0.158931251,0.215945307,-0.018077322,-0.1326205,-0.7225305,-0.1583932,-0.107950531,-0.006643772,0.085714624,-0.035155919,0.01109861,0.028590427,-0.157880159,-0.110813978,0.01248381,0.038521205,-0.519551,-0.1725835,-0.241790822,0.04294819,-0.016319337,0.05998006,-0.109854753,-0.106432591,-0.02937815,-0.054175467,0.017507669,0.278279106,-0.018283772,0.01515816,-0.013957322,0.021665187,-0.080400958,0.04113559,-0.003503322,-0.066714202,-0.531905454,-0.077757984,-0.03006278
"Trusted, Agents, Lovastatin, BSK-C016173, 1481.5 nM",HMG-CoA reductase inhibitor,-0.025458134,-0.017738102,-0.0103871,-0.012721881,-0.01463639,0.030593711,-0.002600286,0.001432218,-0.055757519,-0.01305504,-0.012290687,-0.069088358,-0.001838289,-0.007503133,-0.004959229,-0.01190989,-0.037603276,-0.039876241,-0.062969889,-0.231699539,-0.003137725,,-0.062363881,-0.01985208,-0.0199763,-0.0369277,-0.00422062,-0.02850301,-0.038025896,-0.012972864,0.042077911,0.009414532,0.1223092,-0.037397634,0.082940356,0.063353853,-0.139470023,0.05167754,-0.006259108,-0.068804279,0.039900486,0.064434556,-0.01177985,-0.1155255,0.2282767,-0.060962194,0.289505244,-0.0215102,-0.04759245,-0.2063215,-0.09846341,-0.068824959,0.005221898,0.040297635,-0.037378553,-0.008901805,0.030199884,-0.059618998,-0.069268626,0.003681503,0.053109742,-0.09738109,-0.09706564,-0.142626392,0.007676193,-0.02458716,0.1405944,-0.036519012,-0.039973431,-0.01131437,-0.042501159,0.037747189,0.249518145,-0.032681605,0.04137054,0.003200092,0.019548183,-0.043780588,0.0772603,0.001275631,-0.080069995,-0.309506958,-0.05788156,-0.007521355
"Trusted, Agents, Lovastatin, BSK-C016173, 3333.3 nM",HMG-CoA reductase inhibitor,-0.071464392,-0.02321072,-0.003013344,0.035952567,-0.01602552,0.063574072,0.004229505,-0.006025772,-0.169558319,-0.0175451,0.087989142,0.003878321,-0.00299945,-0.02979957,-0.003946051,0.01772142,-0.061528263,0.005338176,-0.025662828,-0.508793296,-0.026248423,0.0475597,-0.074206147,0.01357866,-0.02198351,-0.007808478,-0.000218221,-0.004944513,0.026184435,0.022887388,0.014097667,-0.005285329,0.1483465,0.01839239,0.109145573,0.022044185,-0.161683259,0.1115503,0.086510541,-0.23032263,0.092968799,-0.012412435,0.01066657,-0.134064,0.1992943,-0.204350594,0.146595559,0.006056878,-0.06358875,-0.4295094,-0.2611102,-0.056653949,-0.048602295,0.060931894,0.059855653,0.006768953,0.035862663,-0.156492452,-0.022709383,-0.02222221,0.025406693,-0.3515333,-0.2890348,-0.355190086,0.1722739,-0.033866581,0.1215574,-0.10173279,-0.142385835,0.1466217,-0.006590517,0.040268522,0.287652206,-0.067602407,-0.00046415,0.034579545,0.05263926,-0.02412209,0.1313871,0.03601757,-0.059240829,-0.520023118,-0.018641062,-0.04147704
"Trusted, Agents, Lovastatin, BSK-C016173, 4444.4 nM",HMG-CoA reductase inhibitor,-0.01994229,-0.001460186,-0.001201769,-0.01555214,-0.02115633,0.055512619,0.000883415,-0.005253483,-0.081478349,-0.02995253,0.051847259,0.062754426,-0.003084168,-0.01299212,0.02987564,0.005039868,-0.059944619,-0.014644553,-0.010866044,-0.272469705,-0.033364542,,-0.078274905,-0.02768246,-0.01208554,-0.05089024,0.02860461,-0.02519583,-0.002305878,-0.009748532,0.058052373,0.013243309,0.08746274,-0.073073231,0.101722261,0.072489461,-0.201503488,0.05498945,-0.059815951,-0.134562791,0.037824512,0.067710718,-0.01853109,-0.1167247,0.2395215,-0.115055507,0.257365938,-0.012922649,-0.1099863,-0.5861471,-0.1288478,-0.092437386,0.009090812,0.065882291,-0.032336549,0.001503728,0.033578075,-0.080918239,-0.088413372,0.006138053,0.071482621,-0.2961742,-0.1586719,-0.15912555,0.03235855,-0.037458527,0.1048084,-0.078338762,-0.084927485,-0.01497247,-0.042981362,0.018689469,0.260322723,-0.026035087,0.04188316,-0.006808408,0.015148213,-0.050802784,0.07671119,0.001597761,-0.048813552,-0.450734701,-0.061428429,-0.03268458
"Trusted, Agents, Mevastatin, BSK-C016173, 1111.1 nM",HMG-CoA reductase inhibitor,-0.036459172,-0.027478356,0.003178469,0.014345965,-0.01917742,0.038494448,0.015861907,-0.000107881,-0.082610606,0.007079676,0.059242495,-0.026805802,0.02300775,-0.008677916,0.009723437,0.02142199,-0.010867561,-0.017497709,-0.000907584,-0.514975096,-0.001972947,0.03723575,-0.043934167,0.006780603,-0.0166512,-0.02302047,-0.01718203,-0.005874585,0.022510673,-0.03103988,0.042234321,-0.000962666,0.09016044,0.028916185,0.08877052,0.031717344,-0.120350503,0.138669,0.061148715,-0.107020011,0.109302822,0.035689488,0.04460707,-0.1236901,0.1929312,-0.150422916,0.178211015,0.004031061,-0.03019955,-0.006196567,-0.1925104,-0.03238501,-0.007495779,0.030229883,0.071493696,0.01579805,0.037102057,-0.146195104,-0.020284473,-0.006497323,0.018144139,-0.06799083,-0.2000747,-0.283550883,0.1710859,-0.027574301,0.2176191,-0.048873805,-0.077552785,0.08041622,0.010181239,0.044357492,0.250222773,-0.091151201,0.02242172,0.032107177,0.050354222,-0.025232428,0.1616212,0.0203624,-0.076207921,-0.299120573,-0.012871331,-0.0449352
"Trusted, Agents, Mevastatin, BSK-C016173, 3333.3 nM",HMG-CoA reductase inhibitor,-0.069559084,-0.046483307,-0.01948592,-0.021961537,-0.0532039,0.026548651,-0.024707166,-0.006787594,-0.078577126,-0.06188163,0.026086426,0.048619522,0.009804438,-0.05795398,0.01968598,0.005201195,-0.03730359,-0.025129152,0.007354765,-0.678722877,-0.024192653,-0.01414722,-0.038611504,0.03474102,-0.02597706,-0.02555036,-0.01244183,-0.007378735,0.005276533,-0.000612367,0.041333333,-0.01,0.0608846,0.003333333,0.098666667,0.012333333,-0.176666667,0.1676667,0.087204207,-0.194688643,0.076536592,-0.002666667,0.054,-0.09966667,0.1543333,-0.207,0.113,0.022333333,-0.05563123,-0.1821008,-0.2483333,-0.038,-0.033,-0.005953418,-0.019372942,0.006333333,0.043,-0.229639624,-0.018333333,-0.04166667,0.042666667,-0.298241,-0.2473333,-0.423333333,0.2286667,-0.109666667,0.1566667,-0.132,-0.155,0.06833333,-0.009855502,0.015741886,0.219759239,-0.071682783,-0.02401218,0.051851285,0.087899167,-0.078084206,0.1291086,0.02847887,-0.074600632,-0.505660842,-0.060459191,-0.06443955
"Trusted, Agents, Mevastatin, BSK-C016173, 370.4 nM",HMG-CoA reductase inhibitor,-0.045591676,-0.007867448,0.00193725,-0.021955475,-0.0214109,0.024326776,0.011275633,0.001344261,-0.018720256,0.01721881,0.052995228,0.000323763,0.051154216,-0.000315666,0.01474885,0.005544144,-0.013067645,-0.016587826,-0.022570142,-0.465411889,-0.002402668,0.05705004,-0.038780187,-0.003604138,-0.01080638,-0.01542053,-0.02744704,-0.004955608,-0.001528826,-0.003533317,0.029817006,0.01168082,0.09189335,0.021449622,0.057881909,0.002334054,-0.073781515,0.09945987,0.028371904,-0.05289788,0.058104853,0.062996978,0.05580514,-0.05161872,0.1959526,-0.124844642,0.180162178,-0.025247065,-0.01417999,0.03317382,-0.1327143,0.006610436,0.000443031,0.022850219,0.06712513,0.0239456,0.058873193,-0.070406781,0.015662914,-0.001135179,0.058094654,-0.000502066,-0.1310756,-0.181358163,0.1208297,0.024204148,0.1847408,-0.013035385,-0.026995548,0.05610075,0.025319781,0.053172034,0.231938318,-0.084873417,0.03389264,0.023314488,0.040069959,-0.012694479,0.1309076,-0.01808874,-0.07000274,-0.123682761,0.006035026,-0.03347857
"Trusted, Agents, Rosuvastatin, BSK-C016173, 10000 nM",HMG-CoA reductase inhibitor,-0.05342889,-0.074633628,0.001582374,0.007333437,0.01361136,-0.051627713,-0.086603698,-0.006936436,-0.091215903,-0.1753098,0.061232615,0.06344657,0.006189016,0.008327268,-0.02490644,0.0699946,0.007609089,0.024514744,-0.172700522,-0.198900623,-0.024535024,-3.56E-05,-0.029309662,0.06538511,-0.007585778,-0.007081257,-0.006352597,-0.00102036,0.051901975,-0.044006566,-0.011324602,-0.001898399,0.1227707,-0.03456906,0.096311848,0.065305298,-0.175750482,0.06971424,0.073248,-0.131845258,-0.223626357,0.029049434,-0.0139156,-0.1446676,0.1807331,-0.173895894,0.179425985,-0.001033489,-0.07853251,-0.5484325,-0.1568263,-0.053056706,-0.003599182,0.05095131,0.038722617,0.0107244,0.075821607,-0.195192039,-0.006605841,0.01571252,0.033987174,-0.3323802,-0.1814212,-0.307837066,-0.004540444,-0.019535322,0.116088,-0.028867127,-0.076841522,0.003646926,-0.00533736,0.035411953,0.193053106,-0.050439681,-0.01260991,0.020863549,0.033471139,-0.016814844,0.1066254,0.02491531,0.005144425,-0.586842386,-0.017835781,-0.03208035
"Trusted, Agents, Rosuvastatin, BSK-C016173, 3333.3 nM",HMG-CoA reductase inhibitor,-0.070454131,-0.047204739,0.004625578,0.035784165,0.01481372,-0.02929841,-0.038868674,-0.005151286,-0.111072814,-0.1639148,0.024332858,0.018104082,-0.018757331,-0.004613615,0.0145273,0.02721741,-0.05333548,0.004659604,-0.077749044,-0.132780965,0.015140321,0.06485769,-0.098646278,0.01419061,0.009790597,-0.06974708,-0.01011517,-0.008332646,-0.012817918,-0.045482754,0.040444628,-0.012644542,0.1025316,-0.027088399,0.09620063,0.04526598,-0.164765087,0.06182724,0.001241968,-0.120497627,-0.070025114,0.052640236,-0.01524395,-0.1711031,0.2241072,-0.198560717,0.243544829,-0.002428866,-0.05920978,-0.320528,-0.1512292,-0.057479581,0.005096443,0.050937148,0.063846406,0.002505782,0.053230254,-0.167678543,-0.001640515,-0.003732035,0.036950456,-0.1138871,-0.163767,-0.237768027,0.01410895,-0.012934856,0.1158051,-0.036307309,-0.067150336,0.006517193,-0.115410359,-0.019499973,0.091426404,-0.01961257,-0.05709492,0.001439476,0.034100975,-0.160291269,-0.09934869,-0.03158102,-0.025317154,-0.30599389,0.097176777,-0.006400219
"Trusted, Agents, Simvastatin, BSK-C016173, 1111.1 nM",HMG-CoA reductase inhibitor,-0.058902702,-0.018527009,-0.004927325,0.009966999,-0.01981497,0.024806903,-0.003494677,-0.004080291,-0.116608811,-0.03112751,0.031626966,-0.021350476,0.006276586,-0.01070161,0.01843592,-0.03968852,-0.031217368,-0.01994114,-0.008665636,-0.457070521,-0.029685291,0.01852405,-0.072139384,0.006789517,-0.05379224,-0.02373095,-0.02957172,-0.006089053,-0.02240223,-0.016060183,0.001645676,-0.009326239,0.05863471,-0.004493255,0.056488448,0.005309704,-0.060240894,0.03875936,0.058130586,-0.049711972,0.051730465,-0.006482749,0.05026481,-0.04803608,0.1439206,-0.101172596,0.134471219,0.006607422,-0.03782851,-0.2413176,-0.09259519,-0.020380829,-0.007160851,0.028196762,0.015015178,0.01863363,0.039719501,-0.131967032,-0.02416315,-0.005552914,0.029059767,-0.2419167,-0.1081846,-0.33795961,0.1778039,-0.061541428,0.1426539,-0.116634495,-0.105369651,0.1014964,0.032742684,0.07081952,0.298744384,-0.151426678,0.02673634,0.02621407,0.079286357,0.009630238,0.1321669,0.02619802,0.006028632,-0.371580026,0.00131056,-0.06765885
"Trusted, Agents, Simvastatin, BSK-C016173, 1481.5 nM",HMG-CoA reductase inhibitor,0.067692843,-0.016555479,-0.001165762,0.030306529,0.01153243,0.024096627,0.068747927,-0.002916082,-0.245196061,0.01543361,0.040860392,-0.043621472,-0.015814752,-0.004237283,-0.006916236,-0.04635824,-0.023733994,-0.028736952,-0.012901792,-0.242454629,0.028242526,,-0.001360158,0.04000525,0.01499194,-0.005801622,0.04101341,0.002946055,0.008654326,0.040075033,0.029023271,-0.014820336,0.1588949,-0.079690639,0.11156078,0.069421399,-0.098848237,0.1081325,-0.04813639,-0.182586045,0.19589614,0.04988797,0.00184568,-0.2641976,0.2445276,-0.104321536,0.21417219,-0.016740449,-0.05645379,-0.3026418,-0.1827978,-0.038587292,0.006098789,0.084220294,-0.048797415,0.03708706,0.050468973,-0.066208571,0.008709144,0.000107807,-0.009952981,-0.3977681,-0.2282747,-0.155318127,0.0704152,-0.031137304,0.1413913,-0.006008745,-0.082545475,-0.008133035,-0.012748268,0.004394627,0.3505351,-0.082871215,-0.001234453,0.02626687,0.039046449,-0.066907194,0.08156591,-0.01879948,-0.09425125,-0.551740188,-0.067927903,-0.04648101
"Trusted, Agents, Simvastatin, BSK-C016173, 3333.3 nM",HMG-CoA reductase inhibitor,-0.067098073,-0.046316355,-0.01001876,-0.037709847,-0.02618355,0.055618035,-0.002820145,-0.007331257,-0.130970191,-0.0526547,0.026251349,-0.039387042,0.012114528,-0.04080805,0.02534924,-0.08147934,-0.115063695,-0.00753632,-0.151028832,-0.459848841,-0.075560527,0.03009568,-0.047906297,0.02171325,-0.01256233,-0.01858987,0.03505566,-0.008462916,0.007718624,-0.021336921,0.02843434,-0.009978426,0.08268803,0.010959091,0.08396226,0.021728273,-0.144818517,0.06428301,0.061372481,-0.11199677,0.080227872,-0.007653145,0.04245184,-0.08642182,0.1513258,-0.167404888,0.105874663,0.014394293,-0.06326747,-0.5162924,-0.179269,-0.024696208,-0.02405331,0.034895192,-0.000144873,0.02025586,0.052083201,-0.197410664,-0.010013635,0.00672304,0.043517893,-0.5666721,-0.1891228,-0.356333199,0.1828502,-0.08533942,0.1047778,-0.160773536,-0.178962034,0.1177422,-0.032371687,0.035328308,0.281426532,-0.059516499,-0.05889977,0.028068123,0.064232242,-0.112949726,0.07277548,0.006438183,-0.068508726,-0.63946359,-0.055275743,-0.05046903
"Trusted, Agents, Simvastatin, BSK-C016173, 4444.4 nM",HMG-CoA reductase inhibitor,0.070402188,0.009811749,0.004571796,0.027193989,-0.01498494,0.025848614,0.078669144,-0.007949481,-0.278506596,-0.003012069,0.07679606,-0.055890477,0.043548501,0.006044635,0.01512697,-0.05378922,-0.03683468,-0.028008244,-0.021311718,-0.312625056,-0.00888574,,-0.003341811,0.02438784,0.005858089,-0.002920837,0.03672817,-0.002797067,0.007235917,0.039561148,0.021869023,-0.030043665,0.1341886,-0.104931218,0.104901586,0.075434163,-0.153236205,0.1048442,-0.060732543,-0.279915857,0.217041935,-0.004802413,-0.04688725,-0.2831703,0.2423931,-0.138212072,0.209594239,-0.020156559,-0.09485028,-0.6737242,-0.2448492,-0.077240189,-0.005220341,0.100165699,-0.100784133,0.04658645,0.025039372,-0.077432648,-0.00178667,-0.001883591,-0.014334047,-0.6086215,-0.2588926,-0.170887061,0.06933429,-0.041894915,0.0747661,-0.034813848,-0.110046817,0.005724397,-0.012842545,-0.017466631,0.375024128,-0.083981795,0.008250287,0.030924829,0.036248433,-0.110156288,0.08637179,-0.01636984,-0.094618425,-0.682175647,-0.054987095,-0.06276367
"Trusted, Agents, 17-AAG, BSK-C016173, 1111.1 nM",Hsp90 inhibitor,-0.321612884,-0.613189881,-0.1644828,-0.502977751,-0.4768346,-0.194103865,-0.232398117,-0.02293377,-0.149175826,-0.2655188,-0.100717098,-0.090330352,-0.462333163,-0.8337263,-0.1381029,-0.1869063,-0.411039308,-0.440682111,-0.571943427,-1.138921044,-0.260471457,-0.1672484,-0.31629393,-0.1379973,-0.2822626,-0.5330017,-0.572483,-0.1888514,-0.275090902,-0.50326327,-0.538545413,-0.013632323,-0.3441611,-0.211116381,-0.501618319,-0.442411956,-0.376806754,-0.2648152,-0.244330798,-0.156128268,-0.78111195,-0.560045187,-0.1646789,-0.2914901,-0.3432055,-0.247785902,-0.376994512,-0.255352428,-0.01416507,-0.4875155,-0.1762991,-0.468495164,-0.003221128,0.071261981,-0.309700047,-0.08210615,-0.235218428,-0.36884062,-0.443766711,-0.2750966,-0.858349991,-0.6375002,-0.1548064,-0.427811227,-0.8507614,-0.174676333,-0.3246865,-0.379152376,-0.149795009,-0.09933675,-0.534067111,0.018821091,0.002340922,-0.127159267,-0.3700455,-0.443858601,-0.113366195,-0.506826906,-0.3949295,-0.2063613,-0.296952644,-0.313141387,0.084137024,-0.09960778
"Trusted, Agents, 17-AAG, BSK-C016173, 3333.3 nM",Hsp90 inhibitor,-0.276408021,-0.623103552,-0.1637433,-0.48719019,-0.4176338,-0.203100369,-0.238259389,-0.01595921,-0.104214866,-0.2603125,-0.075881425,-0.189522393,-0.431127622,-0.7913094,-0.09324054,-0.2128765,-0.332961555,-0.421395525,-0.635339781,-1.19345052,-0.25768746,-0.1444918,-0.234247407,-0.1773215,-0.3376914,-0.4946644,-0.5690155,-0.1823287,-0.242608824,-0.541064793,-0.671351706,-0.034367265,-0.3925367,-0.276104976,-0.727920478,-0.478156555,-0.42086151,-0.3440019,-0.39274234,-0.177919701,-0.90563816,-0.81088973,-0.2181239,-0.4359825,-0.6403489,-0.322168962,-0.489008545,-0.411456807,-0.04258427,-0.8604595,-0.1985045,-0.750193704,-0.035897155,0.133185992,-0.225865012,-0.1002358,-0.59372972,-0.350308489,-0.588626549,-0.4573081,-0.933718676,-0.6107505,-0.1687185,-0.458212965,-0.9258034,-0.214544101,-0.3526552,-0.350144563,-0.159021509,-0.06215863,-0.486212493,-0.001032397,-0.001999001,-0.124563137,-0.4458253,-0.429045464,-0.022539255,-0.55335501,-0.4237048,-0.1770143,-0.227599969,-0.375823848,0.084329274,-0.08292204
"Trusted, Agents, 17-AAG, BSK-C016173, 370.4 nM",Hsp90 inhibitor,-0.316160681,-0.583361859,-0.1348272,-0.510373417,-0.4187749,-0.200212256,-0.198169447,-0.01445151,-0.157409749,-0.2398728,-0.102549995,-0.005839463,-0.485082312,-0.8269413,-0.1642208,-0.1811519,-0.392893089,-0.431936456,-0.550677568,-1.03915242,-0.235877867,-0.1580171,-0.239862383,-0.1328072,-0.2515862,-0.4565167,-0.5192674,-0.08852577,-0.214428505,-0.415063152,-0.241617468,0.026658199,-0.2795976,-0.107823648,-0.102490898,-0.218954295,-0.199163074,-0.1167958,-0.003837818,-0.101419786,-0.250232615,-0.270622783,-0.1019502,-0.1466873,-0.03588853,-0.142476202,-0.210493407,-0.103527209,-0.01328815,-0.08212176,-0.1120072,-0.182868259,0.028644577,0.031707169,-0.252867478,-0.04225763,-0.007852321,-0.291501266,-0.225010076,-0.1279474,-0.660356725,-0.5750528,-0.1086072,-0.359772316,-0.7917143,-0.147187487,-0.2891081,-0.358737364,-0.129473695,-0.05853623,-0.459600452,0.044144166,0.003144997,-0.101425692,-0.3214996,-0.389494216,-0.136319183,-0.52737745,-0.3499019,-0.1767171,-0.251351312,-0.244570074,0.071183446,-0.08720335
"Trusted, Agents, Geldanamycin, BSK-C016173, 1111.1 nM",Hsp90 inhibitor,-0.257214951,-0.398507367,-0.05944078,-0.397897262,-0.3902179,-0.217566744,-0.248635443,-0.00831523,-0.171258931,-0.3159082,0.011926952,-0.161920071,-0.396593141,-0.8606981,-0.1359116,-0.2118473,-0.331734761,-0.471855726,-0.586801597,-1.220407777,-0.180573972,-0.2949768,-0.355112583,-0.165827,-0.2894912,-0.4456675,-0.5942951,-0.09538425,-0.272973044,-0.54186241,-0.74353499,-0.045584243,-0.5153599,-0.352816514,-0.980613404,-0.659469878,-0.472291316,-0.3346491,-0.491974223,-0.161484338,-0.908572808,-0.848245953,-0.3560997,-0.5907501,-0.9524149,-0.515938063,-0.618412978,-0.623112664,-0.1934556,-0.932617,-0.1884511,-0.815127047,-0.069612402,0.162431135,-0.260883145,-0.1028482,-0.81435337,-0.421414216,-0.692542185,-0.5678627,-1.069322735,-0.5401889,-0.1484524,-0.436550537,-0.9949512,-0.189642121,-0.3687802,-0.357477321,-0.106687921,-0.1066719,-0.533491021,0.009033292,-0.051703036,-0.120335024,-0.4265197,-0.40685535,-0.150948573,-0.281678564,-0.4006757,-0.207224,-0.29746058,-0.418137294,0.025739316,-0.09737041
